Title	BioProject	BioSample	Tax ID	GenBank Accn	GenBank FTP	GenBank Accn	GenBank Assembly	RefSeq Accn	RefSeq FTP	RefSeq Accn	RefSeq Assembly
Bifidobacterium boum RU917 DSM 20432	PRJNA223490	SAMN02743876	1410645	GCA_000687615.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/687/615/GCA_000687615.1_ASM68761v1	GCA_000687615.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/687/615/GCA_000687615.1_ASM68761v1/GCA_000687615.1_ASM68761v1_genomic.fna.gz	GCF_000687615.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/615/GCF_000687615.1_ASM68761v1	GCF_000687615.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/615/GCF_000687615.1_ASM68761v1/GCF_000687615.1_ASM68761v1_genomic.fna.gz
Bifidobacterium breve RP2 	PRJEB16050	SAMN05216468	1685	GCA_900102865.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/102/865/GCA_900102865.1_IMG-taxon_2651870312_annotated_assembly	GCA_900102865.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/102/865/GCA_900102865.1_IMG-taxon_2651870312_annotated_assembly/GCA_900102865.1_IMG-taxon_2651870312_annotated_assembly_genomic.fna.gz	GCF_900102865.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/102/865/GCF_900102865.1_IMG-taxon_2651870312_annotated_assembly	GCF_900102865.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/102/865/GCF_900102865.1_IMG-taxon_2651870312_annotated_assembly/GCF_900102865.1_IMG-taxon_2651870312_annotated_assembly_genomic.fna.gz
Bifidobacterium choerinum AGR2158 	PRJNA185699	SAMN02441493	1280675	GCA_000424225.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/424/225/GCA_000424225.1_ASM42422v1	GCA_000424225.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/424/225/GCA_000424225.1_ASM42422v1/GCA_000424225.1_ASM42422v1_genomic.fna.gz	GCF_000424225.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/424/225/GCF_000424225.1_ASM42422v1	GCF_000424225.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/424/225/GCF_000424225.1_ASM42422v1/GCF_000424225.1_ASM42422v1_genomic.fna.gz
Bifidobacterium longum subsp. suis AGR2137 	PRJNA185722	SAMN02441228	1280702	GCA_000421385.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/421/385/GCA_000421385.1_ASM42138v1	GCA_000421385.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/421/385/GCA_000421385.1_ASM42138v1/GCA_000421385.1_ASM42138v1_genomic.fna.gz	GCF_000421385.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/421/385/GCF_000421385.1_ASM42138v1	GCF_000421385.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/421/385/GCF_000421385.1_ASM42138v1/GCF_000421385.1_ASM42138v1_genomic.fna.gz
Bifidobacterium merycicum RU915B DSM 6492	PRJEB18142	SAMN02745589	1410646	GCA_900129045.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/129/045/GCA_900129045.1_IMG-taxon_2563366502_annotated_assembly	GCA_900129045.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/129/045/GCA_900129045.1_IMG-taxon_2563366502_annotated_assembly/GCA_900129045.1_IMG-taxon_2563366502_annotated_assembly_genomic.fna.gz	GCF_900129045.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/129/045/GCF_900129045.1_IMG-taxon_2563366502_annotated_assembly	GCF_900129045.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/129/045/GCF_900129045.1_IMG-taxon_2563366502_annotated_assembly/GCF_900129045.1_IMG-taxon_2563366502_annotated_assembly_genomic.fna.gz
Bifidobacterium pseudolongum subsp. globosum AGR2145 	PRJNA185720	SAMN02440890	1280701	GCA_000421365.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/421/365/GCA_000421365.1_ASM42136v1	GCA_000421365.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/421/365/GCA_000421365.1_ASM42136v1/GCA_000421365.1_ASM42136v1_genomic.fna.gz	GCF_000421365.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/421/365/GCF_000421365.1_ASM42136v1	GCF_000421365.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/421/365/GCF_000421365.1_ASM42136v1/GCF_000421365.1_ASM42136v1_genomic.fna.gz
Bifidobacterium pseudolongum subsp. globosum RU224 DSM 20092	PRJNA223493	SAMN02743881	1410605	GCA_000687595.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/687/595/GCA_000687595.1_ASM68759v1	GCA_000687595.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/687/595/GCA_000687595.1_ASM68759v1/GCA_000687595.1_ASM68759v1_genomic.fna.gz	GCF_000687595.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/595/GCF_000687595.1_ASM68759v1	GCF_000687595.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/595/GCF_000687595.1_ASM68759v1/GCF_000687595.1_ASM68759v1_genomic.fna.gz
Bifidobacterium ruminantium RU687 DSM 6489	PRJNA223488	SAMN02743880	1410647	GCA_000687635.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/687/635/GCA_000687635.1_ASM68763v1	GCA_000687635.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/687/635/GCA_000687635.1_ASM68763v1/GCA_000687635.1_ASM68763v1_genomic.fna.gz	GCF_000687635.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/635/GCF_000687635.1_ASM68763v1	GCF_000687635.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/635/GCF_000687635.1_ASM68763v1/GCF_000687635.1_ASM68763v1_genomic.fna.gz
Bifidobacterium thermophilum RU326 DSM 20212	PRJNA223494	SAMN02743878	1410648	GCA_000687575.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/687/575/GCA_000687575.1_ASM68757v1	GCA_000687575.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/687/575/GCA_000687575.1_ASM68757v1/GCA_000687575.1_ASM68757v1_genomic.fna.gz	GCF_000687575.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/575/GCF_000687575.1_ASM68757v1	GCF_000687575.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/575/GCF_000687575.1_ASM68757v1/GCF_000687575.1_ASM68757v1_genomic.fna.gz
Blautia schinkii  B DSM 10518	PRJNA223460	SAMN02841221	1410649	GCA_000702025.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/702/025/GCA_000702025.1_ASM70202v1	GCA_000702025.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/702/025/GCA_000702025.1_ASM70202v1/GCA_000702025.1_ASM70202v1_genomic.fna.gz	GCF_000702025.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/702/025/GCF_000702025.1_ASM70202v1	GCF_000702025.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/702/025/GCF_000702025.1_ASM70202v1/GCF_000702025.1_ASM70202v1_genomic.fna.gz
Blautia sp. SF-50 	PRJEB15736	SAMN02910433	1520805	GCA_900101315.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/101/315/GCA_900101315.1_IMG-taxon_2593339257_annotated_assembly	GCA_900101315.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/101/315/GCA_900101315.1_IMG-taxon_2593339257_annotated_assembly/GCA_900101315.1_IMG-taxon_2593339257_annotated_assembly_genomic.fna.gz	GCF_900101315.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/101/315/GCF_900101315.1_IMG-taxon_2593339257_annotated_assembly	GCF_900101315.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/101/315/GCF_900101315.1_IMG-taxon_2593339257_annotated_assembly/GCF_900101315.1_IMG-taxon_2593339257_annotated_assembly_genomic.fna.gz
Blautia wexlerae AGR2146 	PRJNA185692	SAMN02441492	1280691	GCA_000424085.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/424/085/GCA_000424085.1_ASM42408v1	GCA_000424085.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/424/085/GCA_000424085.1_ASM42408v1/GCA_000424085.1_ASM42408v1_genomic.fna.gz	GCF_000424085.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/424/085/GCF_000424085.1_ASM42408v1	GCF_000424085.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/424/085/GCF_000424085.1_ASM42408v1/GCF_000424085.1_ASM42408v1_genomic.fna.gz
Butyrivibrio fibrisolvens AB2020 	PRJNA185709	SAMN02441239	1280697	GCA_000420985.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/420/985/GCA_000420985.1_ASM42098v1	GCA_000420985.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/420/985/GCA_000420985.1_ASM42098v1/GCA_000420985.1_ASM42098v1_genomic.fna.gz	GCF_000420985.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/420/985/GCF_000420985.1_ASM42098v1	GCF_000420985.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/420/985/GCF_000420985.1_ASM42098v1/GCF_000420985.1_ASM42098v1_genomic.fna.gz
Butyrivibrio fibrisolvens  AR40 	PRJEB17021	SAMN04487884	831	GCA_900111185.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/111/185/GCA_900111185.1_IMG-taxon_2623620520_annotated_assembly	GCA_900111185.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/111/185/GCA_900111185.1_IMG-taxon_2623620520_annotated_assembly/GCA_900111185.1_IMG-taxon_2623620520_annotated_assembly_genomic.fna.gz	GCF_900111185.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/111/185/GCF_900111185.1_IMG-taxon_2623620520_annotated_assembly	GCF_900111185.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/111/185/GCF_900111185.1_IMG-taxon_2623620520_annotated_assembly/GCF_900111185.1_IMG-taxon_2623620520_annotated_assembly_genomic.fna.gz
Butyrivibrio fibrisolvens FE2007 	PRJNA185717	SAMN02440818	1280700	GCA_000424425.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/424/425/GCA_000424425.1_ASM42442v1	GCA_000424425.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/424/425/GCA_000424425.1_ASM42442v1/GCA_000424425.1_ASM42442v1_genomic.fna.gz	GCF_000424425.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/424/425/GCF_000424425.1_ASM42442v1	GCF_000424425.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/424/425/GCF_000424425.1_ASM42442v1/GCF_000424425.1_ASM42442v1_genomic.fna.gz
Butyrivibrio fibrisolvens MD2001 	PRJNA185728	SAMN02440823	1280703	GCA_000424565.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/424/565/GCA_000424565.1_ASM42456v1	GCA_000424565.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/424/565/GCA_000424565.1_ASM42456v1/GCA_000424565.1_ASM42456v1_genomic.fna.gz	GCF_000424565.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/424/565/GCF_000424565.1_ASM42456v1	GCF_000424565.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/424/565/GCF_000424565.1_ASM42456v1/GCF_000424565.1_ASM42456v1_genomic.fna.gz
Butyrivibrio fibrisolvens ND3005 	PRJNA185708	SAMN02441576	1280696	GCA_000420965.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/420/965/GCA_000420965.1_ASM42096v1	GCA_000420965.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/420/965/GCA_000420965.1_ASM42096v1/GCA_000420965.1_ASM42096v1_genomic.fna.gz	GCF_000420965.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/420/965/GCF_000420965.1_ASM42096v1	GCF_000420965.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/420/965/GCF_000420965.1_ASM42096v1/GCF_000420965.1_ASM42096v1_genomic.fna.gz
Butyrivibrio fibrisolvens   TB 	PRJEB16993	SAMN02910382	1520809	GCA_900110805.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/110/805/GCA_900110805.1_IMG-taxon_2593339242_annotated_assembly	GCA_900110805.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/110/805/GCA_900110805.1_IMG-taxon_2593339242_annotated_assembly/GCA_900110805.1_IMG-taxon_2593339242_annotated_assembly_genomic.fna.gz	GCF_900110805.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/110/805/GCF_900110805.1_IMG-taxon_2593339242_annotated_assembly	GCF_900110805.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/110/805/GCF_900110805.1_IMG-taxon_2593339242_annotated_assembly/GCF_900110805.1_IMG-taxon_2593339242_annotated_assembly_genomic.fna.gz
Butyrivibrio fibrisolvens WTE3004 	PRJNA185716	SAMN02440674	1280699	GCA_000424405.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/424/405/GCA_000424405.1_ASM42440v1	GCA_000424405.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/424/405/GCA_000424405.1_ASM42440v1/GCA_000424405.1_ASM42440v1_genomic.fna.gz	GCF_000424405.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/424/405/GCF_000424405.1_ASM42440v1	GCF_000424405.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/424/405/GCF_000424405.1_ASM42440v1/GCF_000424405.1_ASM42440v1_genomic.fna.gz
Butyrivibrio fibrisolvens YRB2005 	PRJNA185684	SAMN02440828	1280687	GCA_000423985.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/423/985/GCA_000423985.1_ASM42398v1	GCA_000423985.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/423/985/GCA_000423985.1_ASM42398v1/GCA_000423985.1_ASM42398v1_genomic.fna.gz	GCF_000423985.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/423/985/GCF_000423985.1_ASM42398v1	GCF_000423985.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/423/985/GCF_000423985.1_ASM42398v1/GCF_000423985.1_ASM42398v1_genomic.fna.gz
Butyrivibrio hungatei NK4A153 	PRJNA185721	SAMN02440819	877422	GCA_000424465.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/424/465/GCA_000424465.1_ASM42446v1	GCA_000424465.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/424/465/GCA_000424465.1_ASM42446v1/GCA_000424465.1_ASM42446v1_genomic.fna.gz	GCF_000424465.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/424/465/GCF_000424465.1_ASM42446v1	GCF_000424465.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/424/465/GCF_000424465.1_ASM42446v1/GCF_000424465.1_ASM42446v1_genomic.fna.gz
Butyrivibrio hungatei XBD2006 	PRJEB15734	SAMN02910451	185008	GCA_900101605.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/101/605/GCA_900101605.1_IMG-taxon_2595698227_annotated_assembly	GCA_900101605.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/101/605/GCA_900101605.1_IMG-taxon_2595698227_annotated_assembly/GCA_900101605.1_IMG-taxon_2595698227_annotated_assembly_genomic.fna.gz	GCF_900101605.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/101/605/GCF_900101605.1_IMG-taxon_2595698227_annotated_assembly	GCF_900101605.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/101/605/GCF_900101605.1_IMG-taxon_2595698227_annotated_assembly/GCF_900101605.1_IMG-taxon_2595698227_annotated_assembly_genomic.fna.gz
Butyrivibrio proteoclasticus FD2007 	PRJNA223016	SAMN02743991	1408431	GCA_000621465.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/621/465/GCA_000621465.1_ASM62146v1	GCA_000621465.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/621/465/GCA_000621465.1_ASM62146v1/GCA_000621465.1_ASM62146v1_genomic.fna.gz	GCF_000621465.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/621/465/GCF_000621465.1_ASM62146v1	GCF_000621465.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/621/465/GCF_000621465.1_ASM62146v1/GCF_000621465.1_ASM62146v1_genomic.fna.gz
Butyrivibrio proteoclasticus P18 	PRJEB17436	SAMN04487928	43305	GCA_900115735.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/115/735/GCA_900115735.1_IMG-taxon_2623620519_annotated_assembly	GCA_900115735.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/115/735/GCA_900115735.1_IMG-taxon_2623620519_annotated_assembly/GCA_900115735.1_IMG-taxon_2623620519_annotated_assembly_genomic.fna.gz	GCF_900115735.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/115/735/GCF_900115735.1_IMG-taxon_2623620519_annotated_assembly	GCF_900115735.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/115/735/GCF_900115735.1_IMG-taxon_2623620519_annotated_assembly/GCF_900115735.1_IMG-taxon_2623620519_annotated_assembly_genomic.fna.gz
Butyrivibrio proteoclasticus P6B7 	PRJNA223495	SAMN02744024	1410650	GCA_000622085.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/622/085/GCA_000622085.1_ASM62208v1	GCA_000622085.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/622/085/GCA_000622085.1_ASM62208v1/GCA_000622085.1_ASM62208v1_genomic.fna.gz	GCF_000622085.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/622/085/GCF_000622085.1_ASM62208v1	GCF_000622085.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/622/085/GCF_000622085.1_ASM62208v1/GCF_000622085.1_ASM62208v1_genomic.fna.gz
Butyrivibrio sp. AC2005 	PRJNA243945	SAMN02743362	1496722	GCA_000686965.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/686/965/GCA_000686965.1_ASM68696v1	GCA_000686965.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/686/965/GCA_000686965.1_ASM68696v1/GCA_000686965.1_ASM68696v1_genomic.fna.gz	GCF_000686965.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/686/965/GCF_000686965.1_ASM68696v1	GCF_000686965.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/686/965/GCF_000686965.1_ASM68696v1/GCF_000686965.1_ASM68696v1_genomic.fna.gz
Butyrivibrio sp. AD3002 	PRJNA185689	SAMN02441237	1280670	GCA_000420905.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/420/905/GCA_000420905.1_ASM42090v1	GCA_000420905.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/420/905/GCA_000420905.1_ASM42090v1/GCA_000420905.1_ASM42090v1_genomic.fna.gz	GCF_000420905.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/420/905/GCF_000420905.1_ASM42090v1	GCF_000420905.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/420/905/GCF_000420905.1_ASM42090v1/GCF_000420905.1_ASM42090v1_genomic.fna.gz
Butyrivibrio sp. AE2005 	PRJNA185695	SAMN02440667	1280672	GCA_000424145.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/424/145/GCA_000424145.1_ASM42414v1	GCA_000424145.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/424/145/GCA_000424145.1_ASM42414v1/GCA_000424145.1_ASM42414v1_genomic.fna.gz	GCF_000424145.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/424/145/GCF_000424145.1_ASM42414v1	GCF_000424145.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/424/145/GCF_000424145.1_ASM42414v1/GCF_000424145.1_ASM42414v1_genomic.fna.gz
Butyrivibrio sp. AE2015 	PRJNA185678	SAMN02440908	1280663	GCA_000420825.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/420/825/GCA_000420825.1_ASM42082v1	GCA_000420825.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/420/825/GCA_000420825.1_ASM42082v1/GCA_000420825.1_ASM42082v1_genomic.fna.gz	GCF_000420825.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/420/825/GCF_000420825.1_ASM42082v1	GCF_000420825.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/420/825/GCF_000420825.1_ASM42082v1/GCF_000420825.1_ASM42082v1_genomic.fna.gz
Butyrivibrio sp. AE2032 	PRJNA237252	SAMN02841205	1458463	GCA_000702965.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/702/965/GCA_000702965.1_ASM70296v1	GCA_000702965.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/702/965/GCA_000702965.1_ASM70296v1/GCA_000702965.1_ASM70296v1_genomic.fna.gz	GCF_000702965.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/702/965/GCF_000702965.1_ASM70296v1	GCF_000702965.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/702/965/GCF_000702965.1_ASM70296v1/GCF_000702965.1_ASM70296v1_genomic.fna.gz
Butyrivibrio sp. AE3003 	PRJNA239505	SAMN02743359	1496721	GCA_000686065.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/686/065/GCA_000686065.1_ASM68606v1	GCA_000686065.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/686/065/GCA_000686065.1_ASM68606v1/GCA_000686065.1_ASM68606v1_genomic.fna.gz	GCF_000686065.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/686/065/GCF_000686065.1_ASM68606v1	GCF_000686065.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/686/065/GCF_000686065.1_ASM68606v1/GCF_000686065.1_ASM68606v1_genomic.fna.gz
Butyrivibrio sp. AE3004 	PRJNA239125	SAMN02841232	1506994	GCA_000703165.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/703/165/GCA_000703165.1_ASM70316v1	GCA_000703165.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/703/165/GCA_000703165.1_ASM70316v1/GCA_000703165.1_ASM70316v1_genomic.fna.gz	GCF_000703165.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/703/165/GCF_000703165.1_ASM70316v1	GCF_000703165.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/703/165/GCF_000703165.1_ASM70316v1/GCF_000703165.1_ASM70316v1_genomic.fna.gz
Butyrivibrio sp. AE3006 	PRJNA185696	SAMN02440668	1280673	GCA_000424165.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/424/165/GCA_000424165.1_ASM42416v1	GCA_000424165.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/424/165/GCA_000424165.1_ASM42416v1/GCA_000424165.1_ASM42416v1_genomic.fna.gz	GCF_000424165.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/424/165/GCF_000424165.1_ASM42416v1	GCF_000424165.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/424/165/GCF_000424165.1_ASM42416v1/GCF_000424165.1_ASM42416v1_genomic.fna.gz
Butyrivibrio sp. AE3009 	PRJNA185681	SAMN02440909	1280666	GCA_000420845.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/420/845/GCA_000420845.1_ASM42084v1	GCA_000420845.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/420/845/GCA_000420845.1_ASM42084v1/GCA_000420845.1_ASM42084v1_genomic.fna.gz	GCF_000420845.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/420/845/GCF_000420845.1_ASM42084v1	GCF_000420845.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/420/845/GCF_000420845.1_ASM42084v1/GCF_000420845.1_ASM42084v1_genomic.fna.gz
Butyrivibrio sp. FC2001 	PRJNA185694	SAMN02440832	1280671	GCA_000424125.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/424/125/GCA_000424125.1_ASM42412v1	GCA_000424125.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/424/125/GCA_000424125.1_ASM42412v1/GCA_000424125.1_ASM42412v1_genomic.fna.gz	GCF_000424125.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/424/125/GCF_000424125.1_ASM42412v1	GCF_000424125.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/424/125/GCF_000424125.1_ASM42412v1/GCF_000424125.1_ASM42412v1_genomic.fna.gz
Butyrivibrio sp. FCS006 	PRJNA185726	SAMN02440822	1280684	GCA_000424525.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/424/525/GCA_000424525.1_ASM42452v1	GCA_000424525.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/424/525/GCA_000424525.1_ASM42452v1/GCA_000424525.1_ASM42452v1_genomic.fna.gz	GCF_000424525.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/424/525/GCF_000424525.1_ASM42452v1	GCF_000424525.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/424/525/GCF_000424525.1_ASM42452v1/GCF_000424525.1_ASM42452v1_genomic.fna.gz
